user,location,tweet,likes,RT,Source,ID,Date
Origo_Services,Edinburgh,The financial services industry is set for vast and disruptive change. Covid-19 has elevated the need for digital p… https://t.co/cdqnEPzrSC,0,0,Buffer,1505922988574662656,2022-03-21 15:03:13+00:00
Meghapol,"Thane, India","#Thane city records zero Covid-19 cases first time since March 12,2020
Covid Updates-
Cases for the day-0
Total Cas… https://t.co/04Pfwa4Md4",4,0,Twitter for iPhone,1505922986590699522,2022-03-21 15:03:13+00:00
Claudet10142013,UK,"Jamackie (@JamaicaSussex) Tweeted:
So Jamaican Prime Minister Andrew Holness lifted Covid-19 restrictions yesterday… https://t.co/GtfcxAlsVG",1,0,Twitter for Mac,1505922980844556296,2022-03-21 15:03:11+00:00
Yonaxis,San Francisco Bay Area,"RT @medical_xpress: Preclinical demonstration of a potent, universal coronavirus monoclonal antibody therapy for all COVID-19 variants http…",0,12,Twitter for iPad,1505922977010896898,2022-03-21 15:03:11+00:00
BartnikMir,,"RT @ScienceWDrDoug: A 34 year old woman died after a ""catastrophic"" bleed on her brain,  caused by Vaccine-Induced Thrombotic Thrombocytope…",0,3906,Twitter for Android,1505922971751583744,2022-03-21 15:03:09+00:00
jhadleyconrad,"On a beach, the shore, a boat.",RT @CDCgov: New @CDCMMWR study finds #COVID19 vaccines continued to be highly effective at protecting adults from being put on a ventilator…,0,163,Twitter for Android,1505922968819585030,2022-03-21 15:03:09+00:00
JMJ_Consultants,Global,'A lonely profession': How COVID-19 took a toll on drivers' mental health | Transport Dive https://t.co/9sZjWYQNWw… https://t.co/OAzObFjTS3,1,0,HubSpot,1505922968622403588,2022-03-21 15:03:09+00:00
etshavirgin22__,she/her,"RT @soompi: Stray Kids' Bang Chan, Lee Know, And Hyunjin Test Positive For COVID-19
https://t.co/kCAZJKa3kS https://t.co/RPLcJVKCTn",0,420,Twitter for Android,1505922963949830148,2022-03-21 15:03:07+00:00
MLHealthUnit,London and Middlesex County,"RT @ONThealth: Masking requirements will remain in place in the following settings: 
•Public transit
•Long-term care and retirement homes
•…",0,24,Twitter Web App,1505922963639574531,2022-03-21 15:03:07+00:00
lanelllawson,"Cleveland, OH",@Pisces_Sun1 If u don’t have the n95 mask there is no point and u can get way worse things wearing that mask breath… https://t.co/g2gkwuMCsG,1,0,Twitter for iPhone,1505922952629469191,2022-03-21 15:03:05+00:00
AzminAli,"Selangor, Malaysia","As shared in earlier meetings,YAB PM reiterated that 🇲🇾 will reopen international borders effective April 1 for ful… https://t.co/sNmhJ31EAg",0,0,Twitter for iPhone,1505922946749059075,2022-03-21 15:03:03+00:00
TravisBussy,unceded Anishinaabeg territory,"RT @CyberPunkCortes: A horrible disease came to the United States from China and killed millions. I’m not talking about Covid-19, I’m talki…",0,154,Twitter for iPhone,1505922943146205187,2022-03-21 15:03:02+00:00
RWT_NHS,Midlands,RT @DigitalRwt: The Digital Digest - The February Digest provides an opportunity to understand how @RWT_WEX used innovative virtual tours d…,0,2,Twitter Web App,1505922943020417024,2022-03-21 15:03:02+00:00
MLHealthUnit,London and Middlesex County,"RT @ONThealth: Effective today, Ontario is removing mandatory masking requirements in most settings as key #PublicHealth and #HealthCare in…",0,24,Twitter Web App,1505922941690728452,2022-03-21 15:03:02+00:00
Kaladha60258322,,"RT @ciieonline: #Shanghai is at a critical phase in the epidemic control of the #COVID-19 outbreak. #CIIE exhibitors such as @DuPont_News,…",0,1,Twitter for Android,1505922936150011909,2022-03-21 15:03:01+00:00
RPOBB,Bangkok,"RT @CPHO_Canada: Latest #COVID19 in Canada info and updates → #GOC website on #coronavirus disease: https://t.co/IZt05ChWwV
    
Canada COV…",0,16,Twitter for Android,1505922933587611657,2022-03-21 15:03:00+00:00
dmuleicester,Leicester,"Come on #TeamDMU! 🙌 
Varsity is back after two years of Covid-19 restrictions 🥳 Read what DMU students have to say… https://t.co/876k2zpyAY",0,0,Twitter for Advertisers.,1505922932673064968,2022-03-21 15:03:00+00:00
Pr2847,,"RT @soompi: Stray Kids' Bang Chan, Lee Know, And Hyunjin Test Positive For COVID-19
https://t.co/kCAZJKa3kS https://t.co/RPLcJVKCTn",0,420,Twitter for iPhone,1505922919784132614,2022-03-21 15:02:57+00:00
NOBERT15619611,"Najjera, Uganda🇺🇬",Good Evening Hustlers &amp; COVID-19 Survivors ????,2,1,Twitter for Android,1505922916361330690,2022-03-21 15:02:56+00:00
